GENE	SYMBOL	GE
ENSDARG00000087805	FP236735.1	Gene Expression
ENSDARG00000115657	prkcaa	Gene Expression
ENSDARG00000101024	nufip1	Gene Expression
ENSDARG00000078416	zeb2b	Gene Expression
ENSDARG00000059613	nprl2	Gene Expression
ENSDARG00000109508	BX323459.1	Gene Expression
ENSDARG00000104339	ENSDARG00000104339	Gene Expression
ENSDARG00000013390	CABZ01088367.1	Gene Expression
ENSDARG00000117384	CABZ01084575.1	Gene Expression
ENSDARG00000117479	CABZ01057381.1	Gene Expression
ENSDARG00000117386	CU855799.2	Gene Expression
ENSDARG00000117673	LO017858.1	Gene Expression
ENSDARG00000117550	LO018168.1	Gene Expression
ENSDARG00000117420	BX950865.1	Gene Expression
ENSDARG00000117823	BX537296.5	Gene Expression
ENSDARG00000117651	BX927341.6	Gene Expression
ENSDARG00000117762	BX537277.3	Gene Expression
ENSDARG00000117236	CU062632.1	Gene Expression
ENSDARG00000117309	BX927081.3	Gene Expression
ENSDARG00000117287	LO017955.1	Gene Expression
ENSDARG00000117631	LO017955.2	Gene Expression
ENSDARG00000117733	CR848703.1	Gene Expression
ENSDARG00000117826	CR385041.2	Gene Expression
ENSDARG00000117333	CR628341.3	Gene Expression
ENSDARG00000117238	CU463231.2	Gene Expression
ENSDARG00000117615	BX324202.1	Gene Expression
ENSDARG00000063341	czib	Gene Expression
ENSDARG00000087979	CT573433.1	Gene Expression
ENSDARG00000095756	si:ch211-190k17.19	Gene Expression
ENSDARG00000020201	cdc73	Gene Expression
ENSDARG00000054162	nfatc4	Gene Expression
ENSDARG00000057013	cadm3	Gene Expression
ENSDARG00000077996	cdh24b	Gene Expression
ENSDARG00000023053	niban1b	Gene Expression
ENSDARG00000093833	si:ch73-382f3.1	Gene Expression
ENSDARG00000092813	fndc7rs4	Gene Expression
ENSDARG00000079727	selenop2	Gene Expression
ENSDARG00000040321	rx2	Gene Expression
ENSDARG00000075795	nol7	Gene Expression
ENSDARG00000038543	wdr48b	Gene Expression
ENSDARG00000063451	ccdc13	Gene Expression
ENSDARG00000062427	clcn2a	Gene Expression
ENSDARG00000059781	atcayb	Gene Expression
ENSDARG00000012140	ccnl1b	Gene Expression
ENSDARG00000103589	gata6	Gene Expression
ENSDARG00000053101	prpf38b	Gene Expression
ENSDARG00000009922	dmbx1a	Gene Expression
ENSDARG00000038955	pimr68	Gene Expression
ENSDARG00000067848	nmrk2	Gene Expression
ENSDARG00000020771	tnr	Gene Expression
ENSDARG00000054170	ltb4r2b	Gene Expression
ENSDARG00000094889	cplx4c	Gene Expression
ENSDARG00000019362	ptbp1a	Gene Expression
ENSDARG00000069423	tmie	Gene Expression
ENSDARG00000076972	plvapa	Gene Expression
ENSDARG00000004306	klhl18	Gene Expression
ENSDARG00000068551	elovl8a	Gene Expression
ENSDARG00000086990	carmil3	Gene Expression
ENSDARG00000099617	sdr39u1	Gene Expression
ENSDARG00000038608	sdhc	Gene Expression
ENSDARG00000076360	rpl37	Gene Expression
ENSDARG00000003607	nr2f6a	Gene Expression
ENSDARG00000059857	blvra	Gene Expression
ENSDARG00000022213	uck2b	Gene Expression
ENSDARG00000075812	kcnt2	Gene Expression
ENSDARG00000055900	zswim5	Gene Expression
ENSDARG00000045420	epdr1	Gene Expression
ENSDARG00000021480	olfml2bb	Gene Expression
ENSDARG00000020957	pth1r	Gene Expression
ENSDARG00000043581	gadd45aa	Gene Expression
ENSDARG00000058638	si:ch211-71m22.1	Gene Expression
ENSDARG00000010381	rnf2	Gene Expression
ENSDARG00000045421	stard3nl	Gene Expression
ENSDARG00000015589	ankrd33bb	Gene Expression
ENSDARG00000053104	fam102ba	Gene Expression
ENSDARG00000061800	si:dkey-208k22.6	Gene Expression
ENSDARG00000061797	zgc:154006	Gene Expression
ENSDARG00000003375	gng12a	Gene Expression
ENSDARG00000011998	bfsp2	Gene Expression
ENSDARG00000075562	si:ch211-119o8.4	Gene Expression
ENSDARG00000031372	efna2a	Gene Expression
ENSDARG00000094480	BX927121.1	Gene Expression
ENSDARG00000058348	scinlb	Gene Expression
ENSDARG00000079158	thpo	Gene Expression
ENSDARG00000074064	rem2	Gene Expression
ENSDARG00000009534	wls	Gene Expression
ENSDARG00000094295	CR855337.1	Gene Expression
ENSDARG00000104518	tcrg	Gene Expression
ENSDARG00000004291	hecw1b	Gene Expression
ENSDARG00000020289	pif1	Gene Expression
ENSDARG00000013946	ivns1abpb	Gene Expression
ENSDARG00000079202	parp2	Gene Expression
ENSDARG00000079665	gpr158b	Gene Expression
ENSDARG00000091266	si:ch211-71m22.5	Gene Expression
ENSDARG00000039979	tecrl2b	Gene Expression
ENSDARG00000103889	mettl17	Gene Expression
ENSDARG00000079515	ptx3b	Gene Expression
ENSDARG00000097594	FP236741.1	Gene Expression
ENSDARG00000024829	tnn	Gene Expression
ENSDARG00000055192	zgc:136930	Gene Expression
ENSDARG00000076330	dusp12	Gene Expression
ENSDARG00000003779	ctnnd2b	Gene Expression
ENSDARG00000026972	si:ch211-119o8.6	Gene Expression
ENSDARG00000079907	ptger4c	Gene Expression
ENSDARG00000079075	si:ch211-71m22.3	Gene Expression
ENSDARG00000086104	slco5a1a	Gene Expression
ENSDARG00000006818	urod	Gene Expression
ENSDARG00000055186	ccr9a	Gene Expression
ENSDARG00000012591	pdcd10b	Gene Expression
ENSDARG00000068587	rabggtb	Gene Expression
ENSDARG00000014545	golim4b	Gene Expression
ENSDARG00000109615	si:ch73-129a22.11	Gene Expression
ENSDARG00000101830	si:dkeyp-13d12.22	Gene Expression
ENSDARG00000100027	si:dkeyp-13d12.21	Gene Expression
ENSDARG00000102374	si:dkeyp-13d12.20	Gene Expression
ENSDARG00000113501	si:ch211-14p21.4	Gene Expression
ENSDARG00000105200	si:dkeyp-13d12.19	Gene Expression
ENSDARG00000093714	artnb	Gene Expression
ENSDARG00000091306	kcnn1a	Gene Expression
ENSDARG00000076904	loxl5b	Gene Expression
ENSDARG00000011683	prtfdc1	Gene Expression
ENSDARG00000103890	si:dkeyp-13d12.18	Gene Expression
ENSDARG00000100445	si:dkeyp-13d12.17	Gene Expression
ENSDARG00000098274	si:dkeyp-13d12.16	Gene Expression
ENSDARG00000101672	trgv7	Gene Expression
ENSDARG00000100191	trgv6	Gene Expression
ENSDARG00000103544	trgv5	Gene Expression
ENSDARG00000099914	BX323064.1	Gene Expression
ENSDARG00000099268	si:dkeyp-13d12.11	Gene Expression
ENSDARG00000097617	si:ch211-178n15.1	Gene Expression
ENSDARG00000068305	mrps14	Gene Expression
ENSDARG00000008784	prpf4ba	Gene Expression
ENSDARG00000099395	cables1	Gene Expression
ENSDARG00000111218	si:ch211-14p21.3	Gene Expression
ENSDARG00000103578	gtf2b	Gene Expression
ENSDARG00000038541	ccr12a	Gene Expression
ENSDARG00000112109	si:dkey-58b18.5	Gene Expression
ENSDARG00000039174	olfm3b	Gene Expression
ENSDARG00000014731	cacybp	Gene Expression
ENSDARG00000020596	miga1	Gene Expression
ENSDARG00000015252	st3gal3b	Gene Expression
ENSDARG00000038667	fggy	Gene Expression
ENSDARG00000029248	fubp1	Gene Expression
ENSDARG00000038743	copb2	Gene Expression
ENSDARG00000067850	jund	Gene Expression
ENSDARG00000101768	trgv3	Gene Expression
ENSDARG00000008333	znfl2a	Gene Expression
ENSDARG00000074739	slitrk3b	Gene Expression
ENSDARG00000102001	si:dkeyp-13d12.24	Gene Expression
ENSDARG00000113007	si:dkey-58b18.10	Gene Expression
ENSDARG00000098423	trgv2	Gene Expression
ENSDARG00000100554	trgv1	Gene Expression
ENSDARG00000103370	lrrc8da	Gene Expression
ENSDARG00000038666	igfbp1b	Gene Expression
ENSDARG00000067916	lyn	Gene Expression
ENSDARG00000038754	plk3	Gene Expression
ENSDARG00000110969	si:dkey-58b18.3	Gene Expression
ENSDARG00000091590	si:ch211-170p16.1	Gene Expression
ENSDARG00000054666	pgpep1	Gene Expression
ENSDARG00000100086	adipoqb	Gene Expression
ENSDARG00000111054	si:dkey-58b18.2	Gene Expression
ENSDARG00000093774	rbp2b	Gene Expression
ENSDARG00000075673	arhgap21b	Gene Expression
ENSDARG00000030824	esyt2a	Gene Expression
ENSDARG00000037056	zte38	Gene Expression
ENSDARG00000010472	atp1a2a	Gene Expression
ENSDARG00000088634	adcy1b	Gene Expression
ENSDARG00000078822	ccdc18	Gene Expression
ENSDARG00000037061	aldh9a1b	Gene Expression
ENSDARG00000035861	si:rp71-39b20.4	Gene Expression
ENSDARG00000035862	insl3	Gene Expression
ENSDARG00000104409	tnk2b	Gene Expression
ENSDARG00000052633	si:ch211-106n13.3	Gene Expression
ENSDARG00000016302	upf1	Gene Expression
ENSDARG00000107511	lyn	Gene Expression
ENSDARG00000101361	znf644a	Gene Expression
ENSDARG00000116868	si:dkey-58b18.10	Gene Expression
ENSDARG00000112742	si:dkey-58b18.6	Gene Expression
ENSDARG00000068474	si:dkey-94e7.2	Gene Expression
ENSDARG00000077026	ENSDARG00000077026	Gene Expression
ENSDARG00000038742	rbp1.2	Gene Expression
ENSDARG00000112714	si:dkey-58b18.5	Gene Expression
ENSDARG00000041435	uba52	Gene Expression
ENSDARG00000068366	si:dkey-154p10.3	Gene Expression
ENSDARG00000010482	prg4a	Gene Expression
ENSDARG00000100687	CU929154.1	Gene Expression
ENSDARG00000076757	ephb1	Gene Expression
ENSDARG00000038900	acadm	Gene Expression
ENSDARG00000103004	tpra	Gene Expression
ENSDARG00000018077	rbp1.1	Gene Expression
ENSDARG00000092472	AL953896.1	Gene Expression
ENSDARG00000101322	tfr1a	Gene Expression
ENSDARG00000038609	mpz	Gene Expression
ENSDARG00000007663	amph	Gene Expression
ENSDARG00000109911	si:dkey-58b18.10	Gene Expression
ENSDARG00000104288	hfm1	Gene Expression
ENSDARG00000025513	dip2cb	Gene Expression
ENSDARG00000024744	dpp6b	Gene Expression
ENSDARG00000106841	si:dkey-58b18.9	Gene Expression
ENSDARG00000078694	phlpp1	Gene Expression
ENSDARG00000077687	rp1	Gene Expression
ENSDARG00000113029	si:dkey-58b18.8	Gene Expression
ENSDARG00000067950	zcchc2	Gene Expression
ENSDARG00000019596	nrd1a	Gene Expression
ENSDARG00000017605	rpp40	Gene Expression
ENSDARG00000005590	mtf2	Gene Expression
ENSDARG00000018619	cers4b	Gene Expression
ENSDARG00000097911	CU179756.1	Gene Expression
ENSDARG00000077034	nmnat3	Gene Expression
ENSDARG00000092137	si:dkey-4i23.5	Gene Expression
ENSDARG00000035860	rps28	Gene Expression
ENSDARG00000090086	rab11bb	Gene Expression
ENSDARG00000003531	tcea1	Gene Expression
ENSDARG00000096095	buc	Gene Expression
ENSDARG00000038859	rgs20	Gene Expression
ENSDARG00000094038	si:ch211-226f6.1	Gene Expression
ENSDARG00000055177	pxdc1a	Gene Expression
ENSDARG00000104726	si:ch211-162e15.3	Gene Expression
ENSDARG00000016163	usp33	Gene Expression
ENSDARG00000011326	ankrd45	Gene Expression
ENSDARG00000053836	si:ch211-284o19.8	Gene Expression
ENSDARG00000019103	kdm4ab	Gene Expression
ENSDARG00000036257	rasal2	Gene Expression
ENSDARG00000007553	opn4.1	Gene Expression
ENSDARG00000040683	ENSDARG00000040683	Gene Expression
ENSDARG00000095663	FP016213.1	Gene Expression
ENSDARG00000058734	prdx1	Gene Expression
ENSDARG00000038789	tmem53	Gene Expression
ENSDARG00000100313	pip5k1cb	Gene Expression
ENSDARG00000078489	si:ch211-284d12.3	Gene Expression
ENSDARG00000014582	exoc3	Gene Expression
ENSDARG00000023303	zgc:66427	Gene Expression
ENSDARG00000096878	BX323807.1	Gene Expression
ENSDARG00000038985	cdyl	Gene Expression
ENSDARG00000097928	si:ch73-40a17.4	Gene Expression
ENSDARG00000034189	oxsr1a	Gene Expression
ENSDARG00000055370	zgc:163121	Gene Expression
ENSDARG00000009014	col11a1b	Gene Expression
ENSDARG00000052618	ahrrb	Gene Expression
ENSDARG00000077581	zzz3	Gene Expression
ENSDARG00000014969	ankhb	Gene Expression
ENSDARG00000062955	dipk1aa	Gene Expression
ENSDARG00000079886	otulinb	Gene Expression
ENSDARG00000097707	BX323807.2	Gene Expression
ENSDARG00000035859	angptl4	Gene Expression
ENSDARG00000095040	cbln7	Gene Expression
ENSDARG00000089940	znf1008	Gene Expression
ENSDARG00000060637	clstn2	Gene Expression
ENSDARG00000077470	si:dkey-193b15.8	Gene Expression
ENSDARG00000097553	BX908750.1	Gene Expression
ENSDARG00000010192	pax3a	Gene Expression
ENSDARG00000075212	march11	Gene Expression
ENSDARG00000093416	BX470229.1	Gene Expression
ENSDARG00000060315	rabgap1l2	Gene Expression
ENSDARG00000038905	hectd3	Gene Expression
ENSDARG00000104972	pimr199	Gene Expression
ENSDARG00000097868	BX294160.1	Gene Expression
ENSDARG00000022810	fzr1b	Gene Expression
ENSDARG00000074146	zgc:113452	Gene Expression
ENSDARG00000020197	rpl5a	Gene Expression
ENSDARG00000102216	dlg1l	Gene Expression
ENSDARG00000026904	cbln13	Gene Expression
ENSDARG00000052296	pimr198	Gene Expression
ENSDARG00000060041	lig1	Gene Expression
ENSDARG00000052319	pimr196	Gene Expression
ENSDARG00000026569	pimr196	Gene Expression
ENSDARG00000015515	mc4r	Gene Expression
ENSDARG00000100970	pimr197	Gene Expression
ENSDARG00000077666	evi5a	Gene Expression
ENSDARG00000099368	slc25a42	Gene Expression
ENSDARG00000054837	zgc:136870	Gene Expression
ENSDARG00000016084	spsb4a	Gene Expression
ENSDARG00000014674	acsl3b	Gene Expression
ENSDARG00000012555	ak5	Gene Expression
ENSDARG00000033231	mcm6l	Gene Expression
ENSDARG00000042671	odr4	Gene Expression
ENSDARG00000054202	hbl4	Gene Expression
ENSDARG00000100371	eef2b	Gene Expression
ENSDARG00000035858	cnn2	Gene Expression
ENSDARG00000097244	zgc:174263	Gene Expression
ENSDARG00000068220	mbl2	Gene Expression
ENSDARG00000060929	rnf220a	Gene Expression
ENSDARG00000094681	hbl2	Gene Expression
ENSDARG00000097810	CR925777.1	Gene Expression
ENSDARG00000011723	ENSDARG00000011723	Gene Expression
ENSDARG00000038731	slc25a36a	Gene Expression
ENSDARG00000076996	ENSDARG00000076996	Gene Expression
ENSDARG00000017004	myo10	Gene Expression
ENSDARG00000079725	dhx9	Gene Expression
ENSDARG00000096791	si:ch73-344o19.1	Gene Expression
ENSDARG00000011886	pdca	Gene Expression
ENSDARG00000020746	gfi1aa	Gene Expression
ENSDARG00000075560	kmt2cb	Gene Expression
ENSDARG00000097762	CU693494.3	Gene Expression
ENSDARG00000097118	CU693494.2	Gene Expression
ENSDARG00000087516	CU693494.1	Gene Expression
ENSDARG00000004539	ptgs2a	Gene Expression
ENSDARG00000007241	mycb	Gene Expression
ENSDARG00000076995	sharpin	Gene Expression
ENSDARG00000091946	CR391940.1	Gene Expression
ENSDARG00000027590	sept2	Gene Expression
ENSDARG00000068221	zmp:0000000729	Gene Expression
ENSDARG00000092883	si:dkey-193b15.5	Gene Expression
ENSDARG00000014522	cdh6	Gene Expression
ENSDARG00000006370	atp6v1h	Gene Expression
ENSDARG00000024479	pigk	Gene Expression
ENSDARG00000024546	pla2g4aa	Gene Expression
ENSDARG00000060322	zgc:153654	Gene Expression
ENSDARG00000078329	rec8a	Gene Expression
ENSDARG00000060326	map1sb	Gene Expression
ENSDARG00000087839	si:dkey-33c14.6	Gene Expression
ENSDARG00000039830	gng5	Gene Expression
ENSDARG00000038574	scg2b	Gene Expression
ENSDARG00000027966	ap1s3b	Gene Expression
ENSDARG00000061774	mbd3a	Gene Expression
ENSDARG00000038397	rpap2	Gene Expression
ENSDARG00000038713	tep1	Gene Expression
ENSDARG00000039142	arpc5a	Gene Expression
ENSDARG00000097391	si:dkey-33c14.7	Gene Expression
ENSDARG00000017038	zgc:152670	Gene Expression
ENSDARG00000039828	zp3b	Gene Expression
ENSDARG00000056551	slc22a13a	Gene Expression
ENSDARG00000094081	BX323880.1	Gene Expression
ENSDARG00000076970	si:ch211-165b10.3	Gene Expression
ENSDARG00000030722	xirp1	Gene Expression
ENSDARG00000005218	wrnip1	Gene Expression
ENSDARG00000039220	st6galnac5a	Gene Expression
ENSDARG00000054454	epha4a	Gene Expression
ENSDARG00000013576	gadd45bb	Gene Expression
ENSDARG00000093463	CU693484.1	Gene Expression
ENSDARG00000005915	tcf3a	Gene Expression
ENSDARG00000038693	gng7	Gene Expression
ENSDARG00000078352	lyrm4	Gene Expression
ENSDARG00000058473	st6galnac3	Gene Expression
ENSDARG00000036279	lamc1	Gene Expression
ENSDARG00000019239	cul1a	Gene Expression
ENSDARG00000018060	pik3r2	Gene Expression
ENSDARG00000101378	nadsyn1	Gene Expression
ENSDARG00000103226	dhcr7	Gene Expression
ENSDARG00000055498	si:ch1073-184j22.1	Gene Expression
ENSDARG00000038646	ftr11	Gene Expression
ENSDARG00000091260	mylk4a	Gene Expression
ENSDARG00000063223	arl14	Gene Expression
ENSDARG00000042656	nrn1b	Gene Expression
ENSDARG00000018562	cope	Gene Expression
ENSDARG00000009372	diras1b	Gene Expression
ENSDARG00000063218	ppm1la	Gene Expression
ENSDARG00000092427	si:dkey-24c2.7	Gene Expression
ENSDARG00000038792	klf17	Gene Expression
ENSDARG00000038967	cul3a	Gene Expression
ENSDARG00000053366	ftr12	Gene Expression
ENSDARG00000001771	otol1a	Gene Expression
ENSDARG00000091481	foxc1a	Gene Expression
ENSDARG00000042652	rreb1b	Gene Expression
ENSDARG00000068918	map2k2b	Gene Expression
ENSDARG00000020929	fam49ba	Gene Expression
ENSDARG00000068288	lamc2	Gene Expression
ENSDARG00000058267	glmna	Gene Expression
ENSDARG00000038694	zgc:101744	Gene Expression
ENSDARG00000078598	si:ch1073-184j22.2	Gene Expression
ENSDARG00000031426	csrnp1a	Gene Expression
ENSDARG00000032465	slc1a8b	Gene Expression
ENSDARG00000053358	basp1	Gene Expression
ENSDARG00000070284	sft2d3	Gene Expression
ENSDARG00000039852	ftr93	Gene Expression
ENSDARG00000003068	gorasp1a	Gene Expression
ENSDARG00000018534	slc6a9	Gene Expression
ENSDARG00000055843	cdh10a	Gene Expression
ENSDARG00000055996	rps8a	Gene Expression
ENSDARG00000013856	amy2a	Gene Expression
ENSDARG00000074558	cntnap2b	Gene Expression
ENSDARG00000038793	ccdc24	Gene Expression
ENSDARG00000038978	dnajb4	Gene Expression
ENSDARG00000056378	ifi30	Gene Expression
ENSDARG00000038977	slc25a24l	Gene Expression
ENSDARG00000076512	si:ch211-265g22.4	Gene Expression
ENSDARG00000097327	BX005060.1	Gene Expression
ENSDARG00000038615	pip4p1a	Gene Expression
ENSDARG00000058719	si:dkey-119f1.1	Gene Expression
ENSDARG00000042215	pias4b	Gene Expression
ENSDARG00000039022	stk25b	Gene Expression
ENSDARG00000018272	wdr33	Gene Expression
ENSDARG00000031783	adcy8	Gene Expression
ENSDARG00000056367	mpv17l2	Gene Expression
ENSDARG00000038695	elavl1a	Gene Expression
ENSDARG00000097562	BX005083.1	Gene Expression
ENSDARG00000017195	foxf2a	Gene Expression
ENSDARG00000006894	oprk1	Gene Expression
ENSDARG00000009488	gipc2	Gene Expression
ENSDARG00000038979	si:dkey-24c2.9	Gene Expression
ENSDARG00000078226	cdh12a	Gene Expression
ENSDARG00000001933	prkag2b	Gene Expression
ENSDARG00000004580	nmnat2	Gene Expression
ENSDARG00000017653	rgs13	Gene Expression
ENSDARG00000030896	foxq1a	Gene Expression
ENSDARG00000078455	best4	Gene Expression
ENSDARG00000038980	txndc12	Gene Expression
ENSDARG00000089077	rgs1	Gene Expression
ENSDARG00000094091	BX248089.2	Gene Expression
ENSDARG00000005754	ptprfb	Gene Expression
ENSDARG00000086052	si:ch211-106k21.5	Gene Expression
ENSDARG00000060767	smg7	Gene Expression
ENSDARG00000017494	tgfbr1a	Gene Expression
ENSDARG00000096869	CT583650.1	Gene Expression
ENSDARG00000038612	pih1d3	Gene Expression
ENSDARG00000054754	hs6st1a	Gene Expression
ENSDARG00000059695	dusp28	Gene Expression
ENSDARG00000116509	BX681417.25	Gene Expression
ENSDARG00000068580	glis1a	Gene Expression
ENSDARG00000061371	cdh18a	Gene Expression
ENSDARG00000004891	pex19	Gene Expression
ENSDARG00000016399	riok1	Gene Expression
ENSDARG00000029463	asap1a	Gene Expression
ENSDARG00000116470	BX681417.24	Gene Expression
ENSDARG00000098938	trdj1	Gene Expression
ENSDARG00000036106	rgs18	Gene Expression
ENSDARG00000099028	trdj2	Gene Expression
ENSDARG00000006560	irf4a	Gene Expression
ENSDARG00000104684	trdc	Gene Expression
ENSDARG00000017860	rgs5b	Gene Expression
ENSDARG00000096763	CU694525.1	Gene Expression
ENSDARG00000105201	adcyap1r1a	Gene Expression
ENSDARG00000095090	tspan37	Gene Expression
ENSDARG00000038855	chmp5a	Gene Expression
ENSDARG00000011166	cahz	Gene Expression
ENSDARG00000095024	si:dkeyp-68b7.10	Gene Expression
ENSDARG00000073713	vav3b	Gene Expression
ENSDARG00000013221	pde4ca	Gene Expression
ENSDARG00000058354	selenot1a	Gene Expression
ENSDARG00000089109	bcl2b	Gene Expression
ENSDARG00000076969	ftr22	Gene Expression
ENSDARG00000058701	nos1apb	Gene Expression
ENSDARG00000099066	si:dkey-161l11.67	Gene Expression
